"Date","Price","Open","High","Low","Vol.","Change %"
"01/15/2022","0.7792","0.7733","0.7895","0.7682","20.35M","0.78%"
"01/14/2022","0.7732","0.7679","0.7904","0.7519","34.73M","0.79%"
"01/13/2022","0.7671","0.7987","0.8022","0.7606","38.85M","-3.90%"
"01/12/2022","0.7982","0.7703","0.8073","0.7574","47.72M","3.62%"
"01/11/2022","0.7703","0.7401","0.7756","0.7308","48.70M","4.09%"
"01/10/2022","0.7401","0.7529","0.7587","0.6995","65.31M","-1.74%"
"01/09/2022","0.7531","0.7452","0.7666","0.7384","33.81M","1.08%"
"01/08/2022","0.7451","0.7636","0.7763","0.7234","49.64M","-2.29%"
"01/07/2022","0.7626","0.7791","0.7808","0.7296","72.39M","-2.21%"
"01/06/2022","0.7798","0.7721","0.7905","0.7385","63.58M","1.05%"
"01/05/2022","0.7718","0.8229","0.8368","0.7098","53.45M","-6.21%"
"01/04/2022","0.8229","0.8328","0.8453","0.8150","34.14M","-1.14%"
"01/03/2022","0.8324","0.8584","0.8587","0.8213","34.80M","-3.02%"
"01/02/2022","0.8583","0.8510","0.8638","0.8369","24.51M","0.97%"
"01/01/2022","0.8501","0.8298","0.8553","0.8298","24.72M","2.44%"
