"Date","Price","Open","High","Low","Vol.","Change %"
"09/25/2021","0.9401","0.9441","0.9557","0.9168","496.37M","-0.48%"
"09/24/2021","0.9447","1.0014","1.0024","0.8872","885.52M","-5.67%"
"09/23/2021","1.0014","1.0037","1.0155","0.9686","574.02M","-0.23%"
"09/22/2021","1.0037","0.8735","1.0083","0.8681","881.87M","14.94%"
"09/21/2021","0.8732","0.9211","0.9587","0.8590","931.83M","-5.19%"
"09/20/2021","0.9211","1.0482","1.0494","0.8784","1.28B","-12.11%"
"09/19/2021","1.0480","1.0756","1.0835","1.0403","296.88M","-2.56%"
"09/18/2021","1.0756","1.0660","1.0941","1.0568","274.75M","0.90%"
"09/17/2021","1.0660","1.0903","1.1022","1.0513","440.08M","-2.23%"
"09/16/2021","1.0903","1.1207","1.1297","1.0674","440.80M","-2.71%"
"09/15/2021","1.1207","1.0961","1.1297","1.0796","416.59M","2.32%"
"09/14/2021","1.0953","1.0642","1.0976","1.0582","410.51M","2.92%"
"09/13/2021","1.0642","1.1188","1.1260","1.0267","778.18M","-4.91%"
"09/12/2021","1.1192","1.0788","1.1266","1.0581","453.83M","3.74%"
"09/11/2021","1.0788","1.0553","1.1108","1.0513","480.04M","2.28%"
"09/10/2021","1.0548","1.0868","1.2427","1.0334","1.38B","-2.94%"
"09/09/2021","1.0867","1.0992","1.1373","1.0748","866.17M","-1.12%"
"09/08/2021","1.0990","1.1254","1.1473","1.0173","1.20B","-2.16%"
"09/07/2021","1.1233","1.3898","1.3919","0.9617","2.09B","-19.18%"
"09/06/2021","1.3898","1.3061","1.4152","1.3061","1.02B","6.42%"
"09/05/2021","1.3060","1.2549","1.3119","1.2367","482.35M","4.08%"
"09/04/2021","1.2548","1.2905","1.2967","1.2385","500.27M","-2.71%"
"09/03/2021","1.2898","1.2531","1.3223","1.2239","804.38M","2.85%"
"09/02/2021","1.2541","1.2364","1.2950","1.2221","733.10M","1.43%"
"09/01/2021","1.2364","1.1860","1.2379","1.1596","683.84M","4.23%"
"08/31/2021","1.1861","1.1004","1.2409","1.0915","997.29M","7.77%"
"08/30/2021","1.1007","1.1402","1.1484","1.0961","523.12M","-3.46%"
"08/29/2021","1.1401","1.1449","1.1681","1.1147","470.05M","-0.42%"
"08/28/2021","1.1449","1.1913","1.1979","1.1342","456.69M","-3.89%"
"08/27/2021","1.1912","1.0714","1.1912","1.0521","823.90M","11.18%"
"08/26/2021","1.0715","1.1741","1.1865","1.0645","864.26M","-8.76%"
"08/25/2021","1.1744","1.1363","1.1772","1.1089","766.53M","3.35%"
"08/24/2021","1.1363","1.2463","1.2649","1.1252","906.30M","-8.81%"
"08/23/2021","1.2462","1.2258","1.3029","1.2115","927.81M","1.67%"
"08/22/2021","1.2257","1.2165","1.2554","1.1828","530.74M","0.75%"
"08/21/2021","1.2166","1.2632","1.2826","1.2044","588.18M","-3.69%"
"08/20/2021","1.2632","1.2348","1.2876","1.1999","871.18M","2.29%"
"08/19/2021","1.2349","1.1443","1.2349","1.0905","1.03B","7.90%"
"08/18/2021","1.1445","1.0987","1.1941","1.0522","1.26B","4.17%"
"08/17/2021","1.0987","1.1858","1.2226","1.0869","1.27B","-7.34%"
"08/16/2021","1.1858","1.2841","1.3279","1.1503","1.28B","-7.68%"
"08/15/2021","1.2845","1.2802","1.3481","1.2259","1.62B","0.34%"
"08/14/2021","1.2802","1.0900","1.3089","1.0710","2.04B","17.45%"
"08/13/2021","1.0900","0.9660","1.0960","0.9517","1.03B","12.98%"
"08/12/2021","0.9647","1.0123","1.0438","0.9247","1.44B","-4.71%"
"08/11/2021","1.0123","0.8513","1.0880","0.8493","1.63B","18.91%"
"08/10/2021","0.8513","0.8171","0.8618","0.8003","714.81M","4.17%"
"08/09/2021","0.8172","0.7791","0.8275","0.7606","698.49M","4.89%"
"08/08/2021","0.7791","0.8167","0.8403","0.7729","771.73M","-4.60%"
"08/07/2021","0.8167","0.7471","0.8181","0.7412","840.12M","9.33%"
"08/06/2021","0.7469","0.7331","0.7527","0.7226","432.77M","1.89%"
"08/05/2021","0.7331","0.7307","0.7386","0.7024","443.99M","0.33%"
"08/04/2021","0.7306","0.7132","0.7397","0.6973","458.20M","2.44%"
"08/03/2021","0.7132","0.7385","0.7444","0.7014","569.49M","-3.43%"
"08/02/2021","0.7386","0.7241","0.7728","0.7167","570.73M","1.91%"
"08/01/2021","0.7248","0.7444","0.7776","0.7133","638.45M","-2.63%"
"07/31/2021","0.7443","0.7521","0.7579","0.7381","499.42M","-0.97%"
"07/30/2021","0.7516","0.7483","0.7691","0.7153","848.52M","0.46%"
"07/29/2021","0.7482","0.7332","0.7650","0.6978","716.25M","2.27%"
"07/28/2021","0.7316","0.6455","0.7523","0.6312","1.65B","13.34%"
"07/27/2021","0.6455","0.6238","0.6523","0.6127","587.13M","3.46%"
"07/26/2021","0.6239","0.6069","0.6775","0.6050","1.09B","2.81%"
"07/25/2021","0.6069","0.6050","0.6071","0.5911","339.10M","0.03%"
"07/24/2021","0.6067","0.6091","0.6138","0.6022","463.40M","-0.39%"
"07/23/2021","0.6090","0.5919","0.6097","0.5761","489.18M","2.89%"
"07/22/2021","0.5919","0.5714","0.6029","0.5611","588.63M","3.59%"
"07/21/2021","0.5714","0.5286","0.5831","0.5198","673.86M","8.09%"
"07/20/2021","0.5286","0.5571","0.5692","0.5176","574.85M","-5.11%"
"07/19/2021","0.5571","0.5867","0.5887","0.5544","443.79M","-5.06%"
"07/18/2021","0.5868","0.5817","0.6011","0.5728","326.27M","0.88%"
"07/17/2021","0.5816","0.5893","0.5971","0.5679","388.91M","-1.30%"
"07/16/2021","0.5893","0.5977","0.6171","0.5880","407.51M","-1.36%"
"07/15/2021","0.5974","0.6198","0.6261","0.5887","465.25M","-3.62%"
"07/14/2021","0.6198","0.6192","0.6246","0.5869","488.04M","0.07%"
"07/13/2021","0.6194","0.6290","0.6395","0.6102","438.17M","-1.52%"
"07/12/2021","0.6290","0.6362","0.6570","0.6190","484.43M","-1.12%"
"07/11/2021","0.6361","0.6247","0.6436","0.6171","277.98M","1.76%"
"07/10/2021","0.6251","0.6371","0.6484","0.6133","388.83M","-1.88%"
"07/09/2021","0.6371","0.6231","0.6452","0.5934","519.78M","2.24%"
"07/08/2021","0.6231","0.6521","0.6538","0.6115","616.30M","-4.44%"
"07/07/2021","0.6521","0.6648","0.6733","0.6503","394.69M","-1.92%"
"07/06/2021","0.6648","0.6529","0.6794","0.6519","486.93M","1.81%"
"07/05/2021","0.6530","0.6960","0.6961","0.6461","600.33M","-6.17%"
"07/04/2021","0.6959","0.6764","0.7088","0.6764","446.37M","2.88%"
"07/03/2021","0.6764","0.6563","0.6801","0.6439","436.32M","3.07%"
"07/02/2021","0.6563","0.6599","0.6671","0.6337","521.33M","-0.55%"
"07/01/2021","0.6600","0.7053","0.7054","0.6467","679.69M","-6.44%"
"06/30/2021","0.7054","0.7060","0.7140","0.6492","894.67M","0.02%"
"06/29/2021","0.7052","0.6439","0.7285","0.6423","1.01B","9.52%"
"06/28/2021","0.6439","0.6475","0.6555","0.6244","636.01M","-0.55%"
"06/27/2021","0.6475","0.6167","0.6513","0.5973","647.73M","5.00%"
"06/26/2021","0.6166","0.6117","0.6317","0.5821","752.44M","0.79%"
"06/25/2021","0.6118","0.6724","0.6881","0.6037","1.13B","-8.99%"
"06/24/2021","0.6722","0.6383","0.6915","0.6172","928.59M","5.39%"
"06/23/2021","0.6379","0.5468","0.6634","0.5227","1.70B","17.05%"
"06/22/2021","0.5449","0.6065","0.6489","0.5102","2.31B","-10.27%"
"06/21/2021","0.6073","0.7742","0.7788","0.6052","1.59B","-21.56%"
"06/20/2021","0.7742","0.7596","0.7841","0.6981","866.85M","1.90%"
"06/19/2021","0.7598","0.7969","0.8050","0.7559","459.27M","-4.53%"
"06/18/2021","0.7958","0.8412","0.8445","0.7719","617.48M","-5.39%"
"06/17/2021","0.8412","0.8318","0.8608","0.8249","475.79M","1.11%"
"06/16/2021","0.8319","0.8666","0.8731","0.8264","603.79M","-4.00%"
"06/15/2021","0.8666","0.8903","0.9011","0.8595","537.37M","-2.66%"
"06/14/2021","0.8903","0.8833","0.9269","0.8632","659.19M","0.80%"
"06/13/2021","0.8833","0.8316","0.8878","0.8185","503.67M","6.26%"
"06/12/2021","0.8312","0.8475","0.8476","0.8064","558.73M","-1.92%"
"06/11/2021","0.8475","0.8685","0.8792","0.8344","568.45M","-2.41%"
"06/10/2021","0.8684","0.9198","0.9270","0.8534","838.31M","-5.58%"
"06/09/2021","0.9197","0.8738","0.9197","0.8315","1.13B","5.24%"
"06/08/2021","0.8739","0.8634","0.8838","0.7858","1.37B","1.21%"
"06/07/2021","0.8634","0.9452","0.9738","0.8484","993.30M","-8.62%"
"06/06/2021","0.9449","0.9227","0.9478","0.9177","559.24M","2.41%"
"06/05/2021","0.9227","0.9688","0.9972","0.8969","898.30M","-4.80%"
"06/04/2021","0.9693","1.0443","1.0459","0.9190","1.27B","-7.18%"
"06/03/2021","1.0443","1.0244","1.0773","1.0078","974.27M","1.94%"
"06/02/2021","1.0244","1.0106","1.0477","0.9814","950.13M","1.36%"
"06/01/2021","1.0106","1.0412","1.0973","0.9771","1.61B","-3.10%"
"05/31/2021","1.0429","0.9059","1.0489","0.8832","1.78B","15.10%"
"05/30/2021","0.9061","0.8304","0.9300","0.7988","1.21B","9.12%"
"05/29/2021","0.8304","0.8991","0.9385","0.7948","1.47B","-7.65%"
"05/28/2021","0.8992","0.9706","0.9830","0.8473","1.74B","-7.35%"
"05/27/2021","0.9705","1.0317","1.0403","0.9339","1.41B","-5.93%"
"05/26/2021","1.0317","0.9744","1.0664","0.9489","1.68B","5.88%"
"05/25/2021","0.9743","0.9915","1.0527","0.8808","2.42B","-1.72%"
"05/24/2021","0.9914","0.7915","0.9956","0.7567","2.34B","25.25%"
"05/23/2021","0.7915","0.9050","0.9659","0.6507","3.15B","-12.54%"
"05/22/2021","0.9050","1.0057","1.0134","0.8201","2.28B","-10.04%"
"05/21/2021","1.0060","1.1796","1.2158","0.8673","2.73B","-14.71%"
"05/20/2021","1.1796","1.0616","1.2645","0.9119","3.04B","11.10%"
"05/19/2021","1.0617","1.5905","1.6429","0.8754","5.03B","-33.25%"
"05/18/2021","1.5905","1.4959","1.6998","1.4742","2.67B","6.33%"
"05/17/2021","1.4959","1.4483","1.5626","1.3264","2.40B","3.19%"
"05/16/2021","1.4497","1.4859","1.6087","1.3489","2.21B","-2.44%"
"05/15/2021","1.4859","1.4023","1.5799","1.3246","2.30B","5.88%"
"05/14/2021","1.4034","1.3616","1.4433","1.3225","1.19B","3.09%"
"05/13/2021","1.3614","1.2690","1.3888","1.2054","2.14B","7.34%"
"05/12/2021","1.2683","1.4781","1.5435","1.2431","1.65B","-14.19%"
"05/11/2021","1.4780","1.3911","1.4868","1.3587","1.18B","6.25%"
"05/10/2021","1.3910","1.5345","1.6261","1.2369","1.90B","-9.35%"
"05/09/2021","1.5345","1.5623","1.5932","1.4482","1.16B","-1.79%"
"05/08/2021","1.5624","1.5809","1.6261","1.5415","796.72M","-1.18%"
"05/07/2021","1.5810","1.6030","1.6896","1.5115","1.44B","-1.37%"
"05/06/2021","1.6029","1.6139","1.7600","1.5453","2.37B","-0.68%"
"05/05/2021","1.6140","1.3975","1.6207","1.3975","2.01B","15.56%"
"05/04/2021","1.3966","1.5546","1.5570","1.3549","2.18B","-10.17%"
"05/03/2021","1.5547","1.5611","1.6191","1.5241","1.05B","-0.41%"
"05/02/2021","1.5611","1.6507","1.6535","1.5321","947.88M","-5.43%"
"05/01/2021","1.6507","1.5985","1.6646","1.5292","1.11B","3.36%"
"04/30/2021","1.5971","1.3981","1.6352","1.3760","2.26B","14.23%"
"04/29/2021","1.3981","1.3579","1.4171","1.3281","1.37B","2.96%"
"04/28/2021","1.3580","1.4018","1.4466","1.2876","1.77B","-3.12%"
"04/27/2021","1.4017","1.3667","1.4583","1.3324","2.40B","2.54%"
"04/26/2021","1.3670","1.0338","1.3688","1.0179","2.94B","32.23%"
"04/25/2021","1.0338","1.0501","1.1536","0.9509","1.74B","-1.55%"
"04/24/2021","1.0501","1.1703","1.1710","1.0233","1.69B","-10.26%"
"04/23/2021","1.1702","1.1586","1.1959","0.8937","4.24B","0.98%"
"04/22/2021","1.1589","1.2907","1.4176","1.1043","2.74B","-10.20%"
"04/21/2021","1.2905","1.3861","1.4624","1.2829","2.00B","-6.90%"
"04/20/2021","1.3861","1.3094","1.4452","1.1831","2.45B","5.88%"
"04/19/2021","1.3092","1.4081","1.5308","1.2565","2.64B","-7.02%"
"04/18/2021","1.4079","1.5396","1.5627","1.1619","3.48B","-8.61%"
"04/17/2021","1.5406","1.5477","1.7388","1.5331","1.74B","-0.44%"
"04/16/2021","1.5475","1.7584","1.8040","1.4407","2.86B","-11.97%"
"04/15/2021","1.7578","1.8356","1.8841","1.6585","1.84B","-4.27%"
"04/14/2021","1.8363","1.7961","1.9633","1.5703","3.58B","2.23%"
"04/13/2021","1.7963","1.4684","1.8863","1.4212","4.05B","22.38%"
"04/12/2021","1.4677","1.3548","1.4719","1.3197","1.78B","8.32%"
"04/11/2021","1.3550","1.3743","1.4901","1.3084","3.15B","-1.41%"
"04/10/2021","1.3743","1.0191","1.3953","1.0071","4.31B","34.85%"
"04/09/2021","1.0192","1.0578","1.0833","0.9849","1.61B","-3.66%"
"04/08/2021","1.0578","0.9166","1.0720","0.9042","2.03B","15.41%"
"04/07/2021","0.9166","1.0914","1.1013","0.8597","3.88B","-15.95%"
"04/06/2021","1.0906","0.9133","1.1147","0.8132","6.43B","19.42%"
"04/05/2021","0.9132","0.6349","0.9356","0.6196","5.22B","43.84%"
"04/04/2021","0.6349","0.5789","0.6356","0.5688","1.00B","9.68%"
"04/03/2021","0.5789","0.6068","0.6414","0.5747","1.59B","-4.60%"
"04/02/2021","0.6068","0.5706","0.6090","0.5657","1.27B","6.35%"
"04/01/2021","0.5705","0.5696","0.5918","0.5507","1.13B","0.17%"
"03/31/2021","0.5696","0.5622","0.5759","0.5309","1.16B","1.30%"
"03/30/2021","0.5622","0.5654","0.5854","0.5592","899.98M","-0.55%"
"03/29/2021","0.5654","0.5456","0.5700","0.5437","835.17M","3.61%"
"03/28/2021","0.5457","0.5479","0.5599","0.5403","531.13M","-0.41%"
"03/27/2021","0.5479","0.5634","0.5741","0.5345","738.34M","-2.69%"
"03/26/2021","0.5630","0.5109","0.5752","0.5105","1.30B","10.22%"
"03/25/2021","0.5109","0.4801","0.5239","0.4603","1.56B","5.96%"
"03/24/2021","0.4821","0.5504","0.5624","0.4539","1.56B","-12.41%"
"03/23/2021","0.5504","0.5441","0.5956","0.5383","1.77B","1.16%"
"03/22/2021","0.5441","0.5165","0.5995","0.5024","2.71B","5.31%"
"03/21/2021","0.5167","0.5246","0.5462","0.4958","1.39B","-1.48%"
"03/20/2021","0.5245","0.4665","0.5497","0.4647","1.85B","12.38%"
"03/19/2021","0.4667","0.4688","0.4749","0.4598","529.83M","-0.46%"
"03/18/2021","0.4689","0.4700","0.4903","0.4658","837.87M","-0.24%"
"03/17/2021","0.4700","0.4604","0.4816","0.4544","913.27M","2.09%"
"03/16/2021","0.4604","0.4357","0.5198","0.4275","2.30B","5.67%"
"03/15/2021","0.4357","0.4391","0.4481","0.4235","805.42M","-0.83%"
"03/14/2021","0.4393","0.4577","0.4615","0.4393","609.22M","-4.02%"
"03/13/2021","0.4577","0.4394","0.4651","0.4327","815.65M","4.16%"
"03/12/2021","0.4394","0.4519","0.4639","0.4251","969.06M","-2.69%"
"03/11/2021","0.4516","0.4616","0.4641","0.4410","752.19M","-2.17%"
"03/10/2021","0.4616","0.4850","0.4880","0.4560","867.45M","-4.83%"
"03/09/2021","0.4850","0.4740","0.4866","0.4718","685.95M","2.41%"
"03/08/2021","0.4736","0.4653","0.4876","0.4553","1.00B","1.77%"
"03/07/2021","0.4653","0.4630","0.4686","0.4573","505.07M","0.51%"
"03/06/2021","0.4630","0.4550","0.4702","0.4499","575.65M","1.75%"
"03/05/2021","0.4550","0.4809","0.4828","0.4466","1.17B","-5.38%"
"03/04/2021","0.4809","0.4484","0.4938","0.4362","1.83B","7.23%"
"03/03/2021","0.4484","0.4358","0.4672","0.4314","917.03M","2.90%"
"03/02/2021","0.4358","0.4455","0.4541","0.4230","920.49M","-2.18%"
"03/01/2021","0.4455","0.4157","0.4526","0.4123","927.26M","7.28%"
"02/28/2021","0.4153","0.4358","0.4379","0.3934","1.05B","-4.69%"
"02/27/2021","0.4357","0.4278","0.4579","0.4278","896.32M","1.85%"
"02/26/2021","0.4278","0.4359","0.4503","0.4130","1.42B","-1.79%"
"02/25/2021","0.4356","0.4685","0.4815","0.4260","1.08B","-7.17%"
"02/24/2021","0.4692","0.4761","0.4993","0.4517","1.56B","-1.19%"
"02/23/2021","0.4749","0.5658","0.5706","0.3672","4.22B","-16.07%"
"02/22/2021","0.5658","0.5439","0.6462","0.5163","5.43B","4.02%"
"02/21/2021","0.5439","0.5120","0.5573","0.5052","1.48B","6.24%"
"02/20/2021","0.5120","0.5648","0.5811","0.4752","1.90B","-9.10%"
"02/19/2021","0.5633","0.5319","0.5791","0.5149","1.60B","6.15%"
"02/18/2021","0.5306","0.5344","0.5595","0.5214","1.12B","-0.63%"
"02/17/2021","0.5340","0.5199","0.5559","0.4938","1.41B","2.77%"
"02/16/2021","0.5196","0.5494","0.5790","0.4862","1.78B","-5.43%"
"02/15/2021","0.5494","0.5924","0.6039","0.5112","2.03B","-7.28%"
"02/14/2021","0.5925","0.6335","0.6379","0.5652","1.59B","-6.40%"
"02/13/2021","0.6330","0.6089","0.6421","0.5477","2.48B","3.96%"
"02/12/2021","0.6089","0.5282","0.6190","0.5196","2.58B","15.29%"
"02/11/2021","0.5282","0.5047","0.5350","0.5015","1.53B","4.65%"
"02/10/2021","0.5047","0.4764","0.5398","0.4534","3.36B","5.94%"
"02/09/2021","0.4764","0.4508","0.4894","0.4499","1.99B","5.68%"
"02/08/2021","0.4508","0.4184","0.4667","0.4128","1.82B","7.75%"
"02/07/2021","0.4184","0.4427","0.4503","0.3979","1.75B","-5.49%"
"02/06/2021","0.4427","0.4518","0.4559","0.4269","1.31B","-2.01%"
"02/05/2021","0.4518","0.4445","0.4708","0.4263","2.41B","1.70%"
"02/04/2021","0.4443","0.3973","0.4797","0.3807","3.59B","11.83%"
"02/03/2021","0.3973","0.3723","0.4170","0.3723","2.25B","6.70%"
"02/02/2021","0.3723","0.3716","0.4107","0.3413","3.53B","0.18%"
"02/01/2021","0.3716","0.4949","0.7536","0.3615","13.39B","-24.91%"
"01/31/2021","0.4949","0.4433","0.5077","0.3901","6.96B","11.71%"
"01/30/2021","0.4430","0.2828","0.5088","0.2788","9.31B","56.67%"
"01/29/2021","0.2828","0.2641","0.3166","0.2604","3.05B","7.05%"
"01/28/2021","0.2641","0.2507","0.2700","0.2473","765.96M","5.35%"
"01/27/2021","0.2507","0.2684","0.2686","0.2444","773.60M","-6.59%"
"01/26/2021","0.2684","0.2676","0.2708","0.2581","636.91M","0.31%"
"01/25/2021","0.2676","0.2732","0.2839","0.2671","837.93M","-2.06%"
"01/24/2021","0.2732","0.2716","0.2778","0.2686","645.08M","0.57%"
"01/23/2021","0.2717","0.2725","0.2830","0.2657","798.56M","-0.35%"
"01/22/2021","0.2726","0.2681","0.2782","0.2416","1.49B","1.68%"
"01/21/2021","0.2681","0.2953","0.3072","0.2605","1.63B","-9.21%"
"01/20/2021","0.2953","0.2945","0.3104","0.2804","1.50B","0.26%"
"01/19/2021","0.2946","0.2854","0.3279","0.2841","2.07B","3.21%"
"01/18/2021","0.2854","0.2774","0.2886","0.2717","904.13M","2.87%"
"01/17/2021","0.2774","0.2792","0.2854","0.2688","900.72M","-0.75%"
"01/16/2021","0.2795","0.2802","0.2963","0.2754","1.18B","-0.31%"
"01/15/2021","0.2804","0.2966","0.3030","0.2626","1.40B","-5.47%"
"01/14/2021","0.2966","0.3057","0.3086","0.2836","1.48B","-2.99%"
"01/13/2021","0.3058","0.2926","0.3099","0.2854","1.25B","4.54%"
