"Date","Price","Open","High","Low","Vol.","Change %"
"10/21/2023","0.5210","0.5150","0.5312","0.5111","29.67M","1.23%"
"10/20/2023","0.5147","0.5206","0.5301","0.5086","69.85M","-0.97%"
"10/19/2023","0.5198","0.4878","0.5241","0.4775","84.10M","6.55%"
"10/18/2023","0.4878","0.4911","0.4922","0.4864","45.90M","-0.66%"
"10/17/2023","0.4910","0.4977","0.4979","0.4853","32.10M","-1.32%"
"10/16/2023","0.4976","0.4872","0.5110","0.4850","57.15M","2.10%"
"10/15/2023","0.4874","0.4865","0.4901","0.4851","14.41M","0.16%"
"10/14/2023","0.4866","0.4850","0.4884","0.4835","15.05M","0.28%"
"10/13/2023","0.4852","0.4829","0.4905","0.4787","37.33M","0.47%"
"10/12/2023","0.4829","0.4888","0.4888","0.4746","61.29M","-1.21%"
"10/11/2023","0.4888","0.4963","0.4977","0.4791","50.86M","-1.53%"
"10/10/2023","0.4964","0.5026","0.5026","0.4918","30.23M","-1.23%"
"10/09/2023","0.5026","0.5174","0.5200","0.4883","61.09M","-2.87%"
"10/08/2023","0.5174","0.5217","0.5233","0.5160","17.92M","-0.81%"
"10/07/2023","0.5217","0.5254","0.5257","0.5197","16.27M","-0.70%"
"10/06/2023","0.5253","0.5228","0.5292","0.5172","33.46M","0.51%"
"10/05/2023","0.5227","0.5326","0.5326","0.5174","49.11M","-1.87%"
"10/04/2023","0.5326","0.5388","0.5426","0.5203","108.65M","-1.15%"
"10/03/2023","0.5388","0.5123","0.5476","0.5062","78.59M","5.20%"
"10/02/2023","0.5122","0.5242","0.5260","0.5065","56.36M","-2.23%"
"10/01/2023","0.5239","0.5149","0.5260","0.5139","23.77M","1.76%"
"09/30/2023","0.5149","0.5214","0.5215","0.5140","29.81M","-1.27%"
"09/29/2023","0.5215","0.5097","0.5479","0.5062","121.55M","2.32%"
"09/28/2023","0.5097","0.4993","0.5101","0.4953","38.44M","2.07%"
"09/27/2023","0.4993","0.5018","0.5072","0.4969","41.49M","-0.50%"
"09/26/2023","0.5018","0.5054","0.5074","0.4967","38.45M","-0.71%"
"09/25/2023","0.5054","0.5020","0.5071","0.4914","39.65M","0.65%"
"09/24/2023","0.5021","0.5076","0.5114","0.4989","15.21M","-1.09%"
"09/23/2023","0.5076","0.5122","0.5136","0.5057","10.89M","-0.92%"
"09/22/2023","0.5123","0.5070","0.5169","0.5038","28.70M","1.04%"
"09/21/2023","0.5070","0.5212","0.5212","0.5006","40.28M","-2.70%"
"09/20/2023","0.5211","0.5141","0.5254","0.5081","39.10M","1.43%"
"09/19/2023","0.5138","0.5029","0.5163","0.5006","30.30M","2.14%"
"09/18/2023","0.5030","0.4925","0.5073","0.4880","33.37M","2.13%"
"09/17/2023","0.4925","0.4998","0.5004","0.4900","16.41M","-1.46%"
"09/16/2023","0.4998","0.5006","0.5035","0.4974","13.29M","-0.12%"
"09/15/2023","0.5004","0.4892","0.5080","0.4879","35.81M","2.28%"
"09/14/2023","0.4892","0.4832","0.4936","0.4800","31.76M","1.24%"
"09/13/2023","0.4832","0.4802","0.4908","0.4737","61.16M","0.63%"
"09/12/2023","0.4802","0.4742","0.4861","0.4701","38.27M","1.26%"
"09/11/2023","0.4743","0.4969","0.4981","0.4595","58.12M","-4.55%"
"09/10/2023","0.4969","0.5038","0.5038","0.4928","17.42M","-1.38%"
"09/09/2023","0.5038","0.5048","0.5048","0.5014","8.37M","-0.20%"
"09/08/2023","0.5048","0.5050","0.5074","0.4946","24.90M","-0.03%"
"09/07/2023","0.5050","0.5032","0.5066","0.4967","30.37M","0.32%"
"09/06/2023","0.5033","0.5056","0.5058","0.4920","31.15M","-0.43%"
"09/05/2023","0.5055","0.5085","0.5085","0.4993","20.53M","-0.60%"
"09/04/2023","0.5085","0.5046","0.5127","0.4966","29.11M","0.77%"
"09/03/2023","0.5047","0.4989","0.5103","0.4972","16.40M","1.16%"
"09/02/2023","0.4989","0.4979","0.5026","0.4944","13.89M","0.19%"
"09/01/2023","0.4979","0.5109","0.5118","0.4875","28.12M","-2.58%"
"08/31/2023","0.5111","0.5282","0.5286","0.4973","40.45M","-3.27%"
"08/30/2023","0.5283","0.5398","0.5403","0.5217","35.26M","-2.12%"
"08/29/2023","0.5398","0.5230","0.5497","0.5131","49.93M","3.20%"
"08/28/2023","0.5231","0.5236","0.5248","0.5113","23.34M","-0.10%"
"08/27/2023","0.5236","0.5231","0.5301","0.5192","15.30M","0.11%"
"08/26/2023","0.5230","0.5261","0.5280","0.5182","14.90M","-0.51%"
"08/25/2023","0.5257","0.5186","0.5314","0.5081","33.84M","1.34%"
"08/24/2023","0.5187","0.5300","0.5320","0.5120","26.31M","-2.12%"
"08/23/2023","0.5300","0.5210","0.5365","0.5158","32.30M","1.74%"
"08/22/2023","0.5209","0.5244","0.5255","0.5040","40.13M","-0.67%"
"08/21/2023","0.5244","0.5386","0.5397","0.5042","55.78M","-2.63%"
"08/20/2023","0.5385","0.5196","0.5564","0.5161","57.90M","3.58%"
"08/19/2023","0.5199","0.5062","0.5241","0.5008","35.38M","2.73%"
"08/18/2023","0.5061","0.5076","0.5213","0.4839","104.22M","-0.04%"
"08/17/2023","0.5064","0.5889","0.5949","0.4124","151.31M","-14.02%"
"08/16/2023","0.5890","0.6102","0.6169","0.5739","56.33M","-3.50%"
"08/15/2023","0.6103","0.6342","0.6346","0.5784","48.17M","-3.76%"
"08/14/2023","0.6342","0.6259","0.6368","0.6243","20.88M","1.32%"
"08/13/2023","0.6259","0.6277","0.6381","0.6238","12.36M","-0.29%"
"08/12/2023","0.6277","0.6318","0.6333","0.6240","10.34M","-0.63%"
"08/11/2023","0.6318","0.6331","0.6410","0.6263","21.60M","-0.22%"
"08/10/2023","0.6331","0.6434","0.6445","0.6248","31.51M","-1.59%"
"08/09/2023","0.6434","0.6418","0.6657","0.6325","56.70M","0.26%"
"08/08/2023","0.6417","0.6234","0.6478","0.6143","30.59M","2.93%"
"08/07/2023","0.6234","0.6243","0.6299","0.6005","46.53M","-0.12%"
"08/06/2023","0.6242","0.6290","0.6384","0.6216","21.73M","-0.75%"
"08/05/2023","0.6289","0.6356","0.6358","0.6108","32.72M","-1.07%"
"08/04/2023","0.6357","0.6630","0.6675","0.6289","43.50M","-4.12%"
"08/03/2023","0.6631","0.6851","0.6873","0.6550","42.74M","-3.22%"
"08/02/2023","0.6851","0.7069","0.7080","0.6773","42.39M","-3.13%"
"08/01/2023","0.7072","0.6977","0.7078","0.6744","41.51M","1.37%"
"07/31/2023","0.6977","0.7047","0.7200","0.6848","58.05M","-0.99%"
"07/30/2023","0.7047","0.7122","0.7344","0.6833","33.68M","-1.06%"
"07/29/2023","0.7122","0.7120","0.7154","0.7046","11.61M","0.02%"
"07/28/2023","0.7121","0.7139","0.7187","0.7032","25.01M","-0.26%"
"07/27/2023","0.7139","0.7162","0.7318","0.7076","43.52M","-0.32%"
"07/26/2023","0.7162","0.7089","0.7313","0.6942","51.19M","1.02%"
"07/25/2023","0.7089","0.7021","0.7154","0.6756","64.13M","0.98%"
"07/24/2023","0.7021","0.7384","0.7426","0.6819","89.39M","-4.92%"
"07/23/2023","0.7384","0.7331","0.7516","0.7151","50.88M","0.75%"
"07/22/2023","0.7330","0.7713","0.7799","0.7214","56.33M","-4.96%"
"07/21/2023","0.7712","0.7945","0.7988","0.7604","61.63M","-2.91%"
"07/20/2023","0.7943","0.8197","0.8487","0.7718","114.59M","-3.12%"
"07/19/2023","0.8199","0.7779","0.8523","0.7718","184.95M","5.35%"
"07/18/2023","0.7783","0.7374","0.7834","0.7316","111.85M","5.54%"
"07/17/2023","0.7375","0.7469","0.7650","0.7139","137.84M","-1.30%"
"07/16/2023","0.7472","0.7145","0.7896","0.7060","223.66M","4.57%"
"07/15/2023","0.7145","0.7179","0.7343","0.6932","179.20M","-0.48%"
"07/14/2023","0.7179","0.8175","0.8250","0.6690","383.72M","-11.98%"
"07/13/2023","0.8157","0.4710","0.9284","0.4696","712.92M","73.15%"
"07/12/2023","0.4711","0.4752","0.4771","0.4652","46.56M","-0.87%"
"07/11/2023","0.4752","0.4778","0.4783","0.4710","32.25M","-0.55%"
"07/10/2023","0.4778","0.4681","0.4799","0.4625","40.73M","2.09%"
"07/09/2023","0.4681","0.4705","0.4718","0.4666","11.36M","-0.50%"
"07/08/2023","0.4704","0.4686","0.4747","0.4651","13.73M","0.38%"
"07/07/2023","0.4687","0.4621","0.4707","0.4579","27.20M","1.39%"
"07/06/2023","0.4622","0.4776","0.4841","0.4616","43.59M","-3.21%"
"07/05/2023","0.4776","0.4870","0.4919","0.4698","50.40M","-1.94%"
"07/04/2023","0.4870","0.4891","0.4934","0.4818","36.48M","-0.41%"
"07/03/2023","0.4891","0.4845","0.4913","0.4785","61.82M","0.93%"
"07/02/2023","0.4845","0.4732","0.4958","0.4701","63.12M","2.40%"
"07/01/2023","0.4732","0.4730","0.4759","0.4646","27.34M","0.03%"
"06/30/2023","0.4730","0.4746","0.4826","0.4500","69.60M","-0.34%"
"06/29/2023","0.4746","0.4649","0.4772","0.4612","34.79M","2.10%"
"06/28/2023","0.4649","0.4838","0.4843","0.4486","72.55M","-3.91%"
"06/27/2023","0.4838","0.4790","0.4850","0.4762","40.54M","0.99%"
"06/26/2023","0.4790","0.4903","0.4918","0.4712","37.31M","-2.31%"
"06/25/2023","0.4904","0.4866","0.4974","0.4830","23.56M","0.78%"
"06/24/2023","0.4866","0.4960","0.4961","0.4795","24.76M","-1.89%"
"06/23/2023","0.4959","0.4938","0.5021","0.4841","43.10M","0.41%"
"06/22/2023","0.4939","0.5002","0.5267","0.4838","74.87M","-1.25%"
"06/21/2023","0.5002","0.4928","0.5033","0.4893","62.28M","1.50%"
"06/20/2023","0.4927","0.4936","0.4964","0.4723","39.30M","-0.11%"
"06/19/2023","0.4933","0.4869","0.4981","0.4811","33.21M","1.31%"
"06/18/2023","0.4869","0.4794","0.4974","0.4753","28.06M","1.56%"
"06/17/2023","0.4794","0.4757","0.4865","0.4697","19.67M","0.78%"
"06/16/2023","0.4757","0.4800","0.4832","0.4568","61.90M","-0.90%"
"06/15/2023","0.4800","0.4799","0.4854","0.4673","53.27M","-0.01%"
"06/14/2023","0.4801","0.5191","0.5203","0.4614","86.22M","-7.52%"
"06/13/2023","0.5191","0.5249","0.5650","0.5054","142.73M","-1.11%"
"06/12/2023","0.5250","0.5209","0.5280","0.5088","56.28M","0.80%"
"06/11/2023","0.5208","0.5068","0.5291","0.5029","33.25M","2.75%"
"06/10/2023","0.5069","0.5379","0.5386","0.4754","118.20M","-5.76%"
"06/09/2023","0.5379","0.5237","0.5409","0.5205","60.31M","2.71%"
"06/08/2023","0.5236","0.5182","0.5277","0.5158","37.49M","1.05%"
"06/07/2023","0.5182","0.5299","0.5380","0.5070","64.48M","-2.19%"
"06/06/2023","0.5298","0.5089","0.5324","0.4966","57.97M","4.11%"
"06/05/2023","0.5089","0.5357","0.5429","0.4895","101.17M","-5.02%"
"06/04/2023","0.5358","0.5188","0.5459","0.5153","39.82M","3.26%"
"06/03/2023","0.5188","0.5245","0.5327","0.5151","32.22M","-1.08%"
"06/02/2023","0.5245","0.5065","0.5269","0.5042","50.33M","3.55%"
"06/01/2023","0.5065","0.5166","0.5166","0.5019","46.87M","-2.00%"
"05/31/2023","0.5168","0.5207","0.5276","0.5010","92.87M","-0.74%"
"05/30/2023","0.5207","0.4943","0.5286","0.4894","128.68M","5.31%"
"05/29/2023","0.4944","0.4823","0.4950","0.4760","53.88M","2.54%"
"05/28/2023","0.4821","0.4715","0.4861","0.4699","21.81M","2.19%"
"05/27/2023","0.4718","0.4685","0.4790","0.4658","32.05M","0.74%"
"05/26/2023","0.4683","0.4538","0.4698","0.4524","55.94M","3.19%"
"05/25/2023","0.4539","0.4530","0.4547","0.4430","42.60M","0.19%"
"05/24/2023","0.4530","0.4650","0.4650","0.4459","77.94M","-2.60%"
"05/23/2023","0.4651","0.4617","0.4673","0.4589","42.25M","0.74%"
"05/22/2023","0.4617","0.4573","0.4672","0.4503","51.25M","0.90%"
"05/21/2023","0.4575","0.4685","0.4706","0.4550","25.46M","-2.34%"
"05/20/2023","0.4685","0.4674","0.4718","0.4619","18.27M","0.23%"
"05/19/2023","0.4674","0.4597","0.4753","0.4573","68.16M","1.72%"
"05/18/2023","0.4595","0.4485","0.4721","0.4429","81.61M","2.47%"
"05/17/2023","0.4484","0.4425","0.4610","0.4378","88.18M","1.30%"
"05/16/2023","0.4427","0.4272","0.4427","0.4186","50.59M","3.62%"
"05/15/2023","0.4272","0.4252","0.4303","0.4214","36.22M","0.44%"
"05/14/2023","0.4253","0.4241","0.4318","0.4218","15.84M","0.29%"
"05/13/2023","0.4241","0.4303","0.4304","0.4232","11.03M","-1.48%"
"05/12/2023","0.4304","0.4208","0.4434","0.4161","57.08M","2.34%"
"05/11/2023","0.4206","0.4302","0.4304","0.4115","47.24M","-2.22%"
"05/10/2023","0.4302","0.4287","0.4339","0.4124","72.22M","0.34%"
"05/09/2023","0.4287","0.4282","0.4306","0.4205","40.19M","0.10%"
"05/08/2023","0.4283","0.4490","0.4514","0.4103","74.32M","-4.58%"
"05/07/2023","0.4488","0.4582","0.4602","0.4462","14.32M","-2.05%"
"05/06/2023","0.4582","0.4669","0.4688","0.4517","20.66M","-1.86%"
"05/05/2023","0.4669","0.4607","0.4703","0.4545","37.16M","1.32%"
"05/04/2023","0.4609","0.4633","0.4650","0.4548","29.33M","-0.55%"
"05/03/2023","0.4634","0.4645","0.4655","0.4499","51.64M","-0.24%"
"05/02/2023","0.4645","0.4647","0.4659","0.4577","30.78M","-0.08%"
"05/01/2023","0.4649","0.4704","0.4724","0.4554","33.63M","-1.18%"
"04/30/2023","0.4704","0.4780","0.4818","0.4687","15.74M","-1.59%"
"04/29/2023","0.4780","0.4794","0.4867","0.4722","17.43M","-0.32%"
"04/28/2023","0.4795","0.4666","0.4821","0.4637","43.21M","2.77%"
"04/27/2023","0.4666","0.4617","0.4699","0.4561","57.21M","1.03%"
"04/26/2023","0.4618","0.4696","0.4832","0.4349","91.02M","-1.63%"
"04/25/2023","0.4695","0.4610","0.4718","0.4506","50.89M","1.87%"
"04/24/2023","0.4609","0.4647","0.4846","0.4478","67.10M","-0.84%"
"04/23/2023","0.4648","0.4720","0.4720","0.4530","32.40M","-1.53%"
"04/22/2023","0.4720","0.4489","0.4755","0.4456","38.73M","5.14%"
"04/21/2023","0.4489","0.4748","0.4791","0.4404","66.76M","-5.53%"
"04/20/2023","0.4752","0.4909","0.4991","0.4653","64.64M","-3.23%"
"04/19/2023","0.4910","0.5325","0.5371","0.4689","130.86M","-7.71%"
"04/18/2023","0.5321","0.5108","0.5387","0.5094","49.50M","4.19%"
"04/17/2023","0.5107","0.5209","0.5210","0.5066","44.25M","-1.95%"
"04/16/2023","0.5208","0.5194","0.5242","0.5156","16.83M","0.26%"
"04/15/2023","0.5195","0.5227","0.5261","0.5168","19.83M","-0.60%"
"04/14/2023","0.5226","0.5120","0.5461","0.5111","64.30M","2.07%"
"04/13/2023","0.5120","0.5048","0.5156","0.5015","43.92M","1.45%"
"04/12/2023","0.5047","0.5164","0.5179","0.4988","60.50M","-2.31%"
"04/11/2023","0.5166","0.5174","0.5279","0.5112","47.89M","-0.18%"
"04/10/2023","0.5175","0.5053","0.5199","0.5000","39.02M","2.41%"
"04/09/2023","0.5054","0.5049","0.5092","0.4987","16.87M","0.10%"
"04/08/2023","0.5049","0.5126","0.5130","0.5023","17.84M","-1.60%"
"04/07/2023","0.5131","0.5028","0.5148","0.4976","47.15M","2.01%"
"04/06/2023","0.5030","0.5056","0.5097","0.4918","56.41M","-0.52%"
"04/05/2023","0.5056","0.5027","0.5265","0.4987","79.58M","0.57%"
"04/04/2023","0.5027","0.4959","0.5077","0.4873","66.79M","1.42%"
"04/03/2023","0.4957","0.5182","0.5243","0.4826","100.77M","-4.35%"
"04/02/2023","0.5182","0.5097","0.5288","0.5017","74.69M","1.71%"
"04/01/2023","0.5095","0.5376","0.5376","0.4977","85.61M","-5.23%"
"03/31/2023","0.5376","0.5321","0.5485","0.5270","87.06M","1.04%"
"03/30/2023","0.5321","0.5426","0.5578","0.5240","131.99M","-1.93%"
"03/29/2023","0.5426","0.5146","0.5827","0.5146","219.97M","5.45%"
"03/28/2023","0.5145","0.4789","0.5331","0.4670","194.70M","7.43%"
"03/27/2023","0.4789","0.4478","0.4888","0.4425","182.29M","6.93%"
"03/26/2023","0.4479","0.4427","0.4630","0.4405","67.79M","1.03%"
"03/25/2023","0.4433","0.4259","0.4645","0.4224","123.52M","4.09%"
"03/24/2023","0.4259","0.4438","0.4440","0.4156","114.02M","-4.06%"
"03/23/2023","0.4439","0.4211","0.4545","0.4118","150.60M","5.38%"
"03/22/2023","0.4212","0.4695","0.4747","0.4088","259.96M","-10.15%"
"03/21/2023","0.4688","0.3734","0.4926","0.3729","269.14M","25.53%"
"03/20/2023","0.3735","0.3859","0.3913","0.3714","87.20M","-3.20%"
"03/19/2023","0.3858","0.3738","0.4000","0.3736","80.55M","3.19%"
"03/18/2023","0.3739","0.3798","0.3895","0.3694","60.12M","-1.59%"
"03/17/2023","0.3799","0.3648","0.3819","0.3621","90.22M","4.15%"
"03/16/2023","0.3648","0.3589","0.3668","0.3562","59.50M","1.62%"
"03/15/2023","0.3590","0.3724","0.3758","0.3561","84.38M","-3.67%"
"03/14/2023","0.3726","0.3724","0.3869","0.3650","112.99M","0.08%"
"03/13/2023","0.3723","0.3713","0.3799","0.3562","150.73M","0.29%"
"03/12/2023","0.3713","0.3636","0.3713","0.3478","88.93M","2.09%"
"03/11/2023","0.3636","0.3699","0.3738","0.3588","91.04M","-1.69%"
"03/10/2023","0.3699","0.3706","0.3750","0.3574","134.66M","-0.20%"
"03/09/2023","0.3706","0.3888","0.3972","0.3641","183.76M","-4.75%"
"03/08/2023","0.3891","0.3802","0.4007","0.3724","166.41M","2.34%"
"03/07/2023","0.3802","0.3695","0.3844","0.3669","172.59M","2.90%"
"03/06/2023","0.3695","0.3667","0.3740","0.3597","113.18M","0.77%"
"03/05/2023","0.3667","0.3735","0.3772","0.3654","34.95M","-1.83%"
"03/04/2023","0.3735","0.3773","0.3799","0.3684","44.06M","-1.01%"
"03/03/2023","0.3774","0.3772","0.3805","0.3533","119.35M","0.03%"
"03/02/2023","0.3772","0.3835","0.3845","0.3737","87.98M","-1.65%"
"03/01/2023","0.3836","0.3763","0.3845","0.3728","79.00M","1.95%"
"02/28/2023","0.3762","0.3785","0.3826","0.3720","123.24M","-0.59%"
"02/27/2023","0.3785","0.3778","0.3801","0.3708","96.36M","0.16%"
"02/26/2023","0.3779","0.3778","0.3806","0.3746","29.91M","0.02%"
"02/25/2023","0.3778","0.3783","0.3794","0.3701","43.57M","-0.12%"
"02/24/2023","0.3782","0.3882","0.3908","0.3725","82.23M","-2.57%"
"02/23/2023","0.3882","0.3952","0.3978","0.3855","76.27M","-1.70%"
"02/22/2023","0.3949","0.3919","0.3974","0.3829","106.99M","0.78%"
"02/21/2023","0.3919","0.3981","0.4018","0.3874","80.82M","-1.64%"
"02/20/2023","0.3984","0.3862","0.4087","0.3774","101.28M","3.13%"
"02/19/2023","0.3863","0.3941","0.3979","0.3851","57.89M","-1.98%"
"02/18/2023","0.3941","0.3949","0.3975","0.3913","30.17M","-0.24%"
"02/17/2023","0.3951","0.3841","0.4000","0.3809","70.37M","2.88%"
"02/16/2023","0.3840","0.4012","0.4047","0.3840","79.89M","-4.27%"
"02/15/2023","0.4011","0.3816","0.4023","0.3765","80.77M","5.04%"
"02/14/2023","0.3819","0.3703","0.3837","0.3645","86.23M","3.15%"
"02/13/2023","0.3702","0.3746","0.3783","0.3620","102.78M","-1.18%"
"02/12/2023","0.3746","0.3834","0.3848","0.3721","36.74M","-2.30%"
"02/11/2023","0.3835","0.3817","0.3841","0.3799","25.99M","0.42%"
"02/10/2023","0.3818","0.3818","0.3877","0.3775","57.84M","0.07%"
"02/09/2023","0.3816","0.3976","0.4090","0.3724","117.45M","-4.03%"
"02/08/2023","0.3976","0.4036","0.4058","0.3938","63.93M","-1.49%"
"02/07/2023","0.4036","0.3919","0.4047","0.3900","68.79M","3.01%"
"02/06/2023","0.3918","0.3984","0.4035","0.3910","52.97M","-1.66%"
"02/05/2023","0.3984","0.4106","0.4119","0.3952","56.42M","-3.00%"
"02/04/2023","0.4108","0.4116","0.4205","0.4076","35.96M","-0.21%"
"02/03/2023","0.4116","0.4100","0.4136","0.4056","53.47M","0.40%"
"02/02/2023","0.4100","0.4131","0.4189","0.4084","71.33M","-0.77%"
"02/01/2023","0.4132","0.4057","0.4157","0.3968","74.29M","1.83%"
"01/31/2023","0.4058","0.3934","0.4112","0.3882","72.91M","3.17%"
"01/30/2023","0.3933","0.4133","0.4220","0.3857","91.82M","-4.82%"
"01/29/2023","0.4132","0.4078","0.4172","0.4066","34.18M","1.34%"
"01/28/2023","0.4078","0.4128","0.4167","0.4056","27.89M","-1.22%"
"01/27/2023","0.4128","0.4090","0.4133","0.3990","50.92M","0.88%"
"01/26/2023","0.4092","0.4170","0.4178","0.4057","55.47M","-1.81%"
"01/25/2023","0.4167","0.4076","0.4242","0.3970","67.72M","2.21%"
"01/24/2023","0.4077","0.4232","0.4311","0.4029","79.80M","-3.70%"
"01/23/2023","0.4234","0.4003","0.4328","0.3996","128.72M","5.76%"
"01/22/2023","0.4003","0.4033","0.4121","0.3964","55.94M","-0.75%"
"01/21/2023","0.4033","0.4129","0.4163","0.3975","81.47M","-2.31%"
"01/20/2023","0.4129","0.3928","0.4137","0.3860","69.19M","5.10%"
"01/19/2023","0.3928","0.3781","0.3958","0.3765","84.57M","3.89%"
"01/18/2023","0.3781","0.3867","0.3956","0.3665","120.45M","-2.21%"
"01/17/2023","0.3867","0.3855","0.3984","0.3792","71.17M","0.29%"
"01/16/2023","0.3855","0.3846","0.4062","0.3782","101.27M","0.25%"
"01/15/2023","0.3846","0.3954","0.3968","0.3800","59.87M","-2.72%"
"01/14/2023","0.3954","0.3856","0.4089","0.3765","115.90M","2.50%"
"01/13/2023","0.3857","0.3744","0.3867","0.3687","67.67M","3.02%"
